,id,company,last_name,first_name,email_address,job_title,business_phone,home_phone,mobile_phone,fax_number,address,city,state_province,zip_postal_code,country_region,web_page,notes,attachments,supplier_ids,id,product_code,product_name,description,standard_cost,list_price,reorder_level,target_level,quantity_per_unit,discontinued,minimum_reorder_quantity,category,attachments
205,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',8,66,NWTS-66,Northwind Traders Tomato Sauce,,12.7500,17.0000,20,80,24 - 8 oz jars,0,20.0,Sauces,b''
206,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',8,66,NWTS-66,Northwind Traders Tomato Sauce,,12.7500,17.0000,20,80,24 - 8 oz jars,0,20.0,Sauces,b''
207,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',5,72,NWTD-72,Northwind Traders Mozzarella,,26.1000,34.8000,10,40,24 - 200 g pkgs.,0,10.0,Dairy products,b''
208,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',5,72,NWTD-72,Northwind Traders Mozzarella,,26.1000,34.8000,10,40,24 - 200 g pkgs.,0,10.0,Dairy products,b''
209,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',5,72,NWTD-72,Northwind Traders Mozzarella,,26.1000,34.8000,10,40,24 - 200 g pkgs.,0,10.0,Dairy products,b''
210,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',5,72,NWTD-72,Northwind Traders Mozzarella,,26.1000,34.8000,10,40,24 - 200 g pkgs.,0,10.0,Dairy products,b''
211,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',5,72,NWTD-72,Northwind Traders Mozzarella,,26.1000,34.8000,10,40,24 - 200 g pkgs.,0,10.0,Dairy products,b''
212,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',5,72,NWTD-72,Northwind Traders Mozzarella,,26.1000,34.8000,10,40,24 - 200 g pkgs.,0,10.0,Dairy products,b''
213,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',5,72,NWTD-72,Northwind Traders Mozzarella,,26.1000,34.8000,10,40,24 - 200 g pkgs.,0,10.0,Dairy products,b''
214,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',5,72,NWTD-72,Northwind Traders Mozzarella,,26.1000,34.8000,10,40,24 - 200 g pkgs.,0,10.0,Dairy products,b''
215,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',5,72,NWTD-72,Northwind Traders Mozzarella,,26.1000,34.8000,10,40,24 - 200 g pkgs.,0,10.0,Dairy products,b''
216,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',2;6,74,NWTDFN-74,Northwind Traders Almonds,,7.5000,10.0000,5,20,5 kg pkg.,0,5.0,Dried Fruit & Nuts,b''
217,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',2;6,74,NWTDFN-74,Northwind Traders Almonds,,7.5000,10.0000,5,20,5 kg pkg.,0,5.0,Dried Fruit & Nuts,b''
218,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',2;6,74,NWTDFN-74,Northwind Traders Almonds,,7.5000,10.0000,5,20,5 kg pkg.,0,5.0,Dried Fruit & Nuts,b''
219,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',2;6,74,NWTDFN-74,Northwind Traders Almonds,,7.5000,10.0000,5,20,5 kg pkg.,0,5.0,Dried Fruit & Nuts,b''
220,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',2;6,74,NWTDFN-74,Northwind Traders Almonds,,7.5000,10.0000,5,20,5 kg pkg.,0,5.0,Dried Fruit & Nuts,b''
221,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',2;6,74,NWTDFN-74,Northwind Traders Almonds,,7.5000,10.0000,5,20,5 kg pkg.,0,5.0,Dried Fruit & Nuts,b''
222,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',2;6,74,NWTDFN-74,Northwind Traders Almonds,,7.5000,10.0000,5,20,5 kg pkg.,0,5.0,Dried Fruit & Nuts,b''
223,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',2;6,74,NWTDFN-74,Northwind Traders Almonds,,7.5000,10.0000,5,20,5 kg pkg.,0,5.0,Dried Fruit & Nuts,b''
224,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',2;6,74,NWTDFN-74,Northwind Traders Almonds,,7.5000,10.0000,5,20,5 kg pkg.,0,5.0,Dried Fruit & Nuts,b''
225,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',10,77,NWTCO-77,Northwind Traders Mustard,,9.7500,13.0000,15,60,12 boxes,0,15.0,Condiments,b''
226,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',10,77,NWTCO-77,Northwind Traders Mustard,,9.7500,13.0000,15,60,12 boxes,0,15.0,Condiments,b''
227,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',10,77,NWTCO-77,Northwind Traders Mustard,,9.7500,13.0000,15,60,12 boxes,0,15.0,Condiments,b''
228,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',10,77,NWTCO-77,Northwind Traders Mustard,,9.7500,13.0000,15,60,12 boxes,0,15.0,Condiments,b''
229,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',10,77,NWTCO-77,Northwind Traders Mustard,,9.7500,13.0000,15,60,12 boxes,0,15.0,Condiments,b''
230,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',10,77,NWTCO-77,Northwind Traders Mustard,,9.7500,13.0000,15,60,12 boxes,0,15.0,Condiments,b''
231,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',10,77,NWTCO-77,Northwind Traders Mustard,,9.7500,13.0000,15,60,12 boxes,0,15.0,Condiments,b''
232,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',10,77,NWTCO-77,Northwind Traders Mustard,,9.7500,13.0000,15,60,12 boxes,0,15.0,Condiments,b''
233,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',10,77,NWTCO-77,Northwind Traders Mustard,,9.7500,13.0000,15,60,12 boxes,0,15.0,Condiments,b''
234,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',2,80,NWTDFN-80,Northwind Traders Dried Plums,,3.0000,3.5000,50,75,1 lb bag,0,25.0,Dried Fruit & Nuts,b''
235,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',2,80,NWTDFN-80,Northwind Traders Dried Plums,,3.0000,3.5000,50,75,1 lb bag,0,25.0,Dried Fruit & Nuts,b''
236,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',2,80,NWTDFN-80,Northwind Traders Dried Plums,,3.0000,3.5000,50,75,1 lb bag,0,25.0,Dried Fruit & Nuts,b''
237,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',2,80,NWTDFN-80,Northwind Traders Dried Plums,,3.0000,3.5000,50,75,1 lb bag,0,25.0,Dried Fruit & Nuts,b''
238,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',2,80,NWTDFN-80,Northwind Traders Dried Plums,,3.0000,3.5000,50,75,1 lb bag,0,25.0,Dried Fruit & Nuts,b''
239,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',2,80,NWTDFN-80,Northwind Traders Dried Plums,,3.0000,3.5000,50,75,1 lb bag,0,25.0,Dried Fruit & Nuts,b''
240,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',2,80,NWTDFN-80,Northwind Traders Dried Plums,,3.0000,3.5000,50,75,1 lb bag,0,25.0,Dried Fruit & Nuts,b''
241,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',2,80,NWTDFN-80,Northwind Traders Dried Plums,,3.0000,3.5000,50,75,1 lb bag,0,25.0,Dried Fruit & Nuts,b''
242,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',2,80,NWTDFN-80,Northwind Traders Dried Plums,,3.0000,3.5000,50,75,1 lb bag,0,25.0,Dried Fruit & Nuts,b''
243,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',3,81,NWTB-81,Northwind Traders Green Tea,,2.0000,2.9900,100,125,20 bags per box,0,25.0,Beverages,b''
244,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',3,81,NWTB-81,Northwind Traders Green Tea,,2.0000,2.9900,100,125,20 bags per box,0,25.0,Beverages,b''
245,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',3,81,NWTB-81,Northwind Traders Green Tea,,2.0000,2.9900,100,125,20 bags per box,0,25.0,Beverages,b''
246,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',3,81,NWTB-81,Northwind Traders Green Tea,,2.0000,2.9900,100,125,20 bags per box,0,25.0,Beverages,b''
247,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',3,81,NWTB-81,Northwind Traders Green Tea,,2.0000,2.9900,100,125,20 bags per box,0,25.0,Beverages,b''
248,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',3,81,NWTB-81,Northwind Traders Green Tea,,2.0000,2.9900,100,125,20 bags per box,0,25.0,Beverages,b''
249,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',3,81,NWTB-81,Northwind Traders Green Tea,,2.0000,2.9900,100,125,20 bags per box,0,25.0,Beverages,b''
250,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',3,81,NWTB-81,Northwind Traders Green Tea,,2.0000,2.9900,100,125,20 bags per box,0,25.0,Beverages,b''
251,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',3,81,NWTB-81,Northwind Traders Green Tea,,2.0000,2.9900,100,125,20 bags per box,0,25.0,Beverages,b''
252,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',1,82,NWTC-82,Northwind Traders Granola,,2.0000,4.0000,20,100,,0,,Cereal,b''
253,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',1,82,NWTC-82,Northwind Traders Granola,,2.0000,4.0000,20,100,,0,,Cereal,b''
254,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',1,82,NWTC-82,Northwind Traders Granola,,2.0000,4.0000,20,100,,0,,Cereal,b''
255,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',1,82,NWTC-82,Northwind Traders Granola,,2.0000,4.0000,20,100,,0,,Cereal,b''
256,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',1,82,NWTC-82,Northwind Traders Granola,,2.0000,4.0000,20,100,,0,,Cereal,b''
257,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',1,82,NWTC-82,Northwind Traders Granola,,2.0000,4.0000,20,100,,0,,Cereal,b''
258,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',1,82,NWTC-82,Northwind Traders Granola,,2.0000,4.0000,20,100,,0,,Cereal,b''
259,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',1,82,NWTC-82,Northwind Traders Granola,,2.0000,4.0000,20,100,,0,,Cereal,b''
260,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',1,82,NWTC-82,Northwind Traders Granola,,2.0000,4.0000,20,100,,0,,Cereal,b''
261,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',9,83,NWTCS-83,Northwind Traders Potato Chips,,0.5000,1.8000,30,200,,0,,"Chips, Snacks",b''
262,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',9,83,NWTCS-83,Northwind Traders Potato Chips,,0.5000,1.8000,30,200,,0,,"Chips, Snacks",b''
263,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',9,83,NWTCS-83,Northwind Traders Potato Chips,,0.5000,1.8000,30,200,,0,,"Chips, Snacks",b''
264,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',9,83,NWTCS-83,Northwind Traders Potato Chips,,0.5000,1.8000,30,200,,0,,"Chips, Snacks",b''
265,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',9,83,NWTCS-83,Northwind Traders Potato Chips,,0.5000,1.8000,30,200,,0,,"Chips, Snacks",b''
266,6,Northwind Traders,Neipper,Michael,michael@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 6th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Fluent in Japanese and can read and write French, Portuguese, and Spanish.",b'',9,83,NWTCS-83,Northwind Traders Potato Chips,,0.5000,1.8000,30,200,,0,,"Chips, Snacks",b''
267,7,Northwind Traders,Zare,Robert,robert@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 7th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',9,83,NWTCS-83,Northwind Traders Potato Chips,,0.5000,1.8000,30,200,,0,,"Chips, Snacks",b''
268,8,Northwind Traders,Giussani,Laura,laura@northwindtraders.com,Sales Coordinator,(123)555-0100,(123)555-0102,,(123)555-0103,123 8th Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Reads and writes French.,b'',9,83,NWTCS-83,Northwind Traders Potato Chips,,0.5000,1.8000,30,200,,0,,"Chips, Snacks",b''
269,9,Northwind Traders,Hellung-Larsen,Anne,anne@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 9th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Fluent in French and German.,b'',9,83,NWTCS-83,Northwind Traders Potato Chips,,0.5000,1.8000,30,200,,0,,"Chips, Snacks",b''
270,1,Northwind Traders,Freehafer,Nancy,nancy@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 1st Avenue,Seattle,WA,99999,USA,#http://northwindtraders.com#,,b'',1,85,NWTBGM-85,Northwind Traders Brownie Mix,,9.0000,12.4900,10,20,3 boxes,0,5.0,Baked Goods & Mixes,b''
271,2,Northwind Traders,Cencini,Andrew,andrew@northwindtraders.com,"Vice President, Sales",(123)555-0100,(123)555-0102,,(123)555-0103,123 2nd Avenue,Bellevue,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,"Joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales.",b'',1,85,NWTBGM-85,Northwind Traders Brownie Mix,,9.0000,12.4900,10,20,3 boxes,0,5.0,Baked Goods & Mixes,b''
272,3,Northwind Traders,Kotas,Jan,jan@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 3rd Avenue,Redmond,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Was hired as a sales associate and was promoted to sales representative.,b'',1,85,NWTBGM-85,Northwind Traders Brownie Mix,,9.0000,12.4900,10,20,3 boxes,0,5.0,Baked Goods & Mixes,b''
273,4,Northwind Traders,Sergienko,Mariya,mariya@northwindtraders.com,Sales Representative,(123)555-0100,(123)555-0102,,(123)555-0103,123 4th Avenue,Kirkland,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,,b'',1,85,NWTBGM-85,Northwind Traders Brownie Mix,,9.0000,12.4900,10,20,3 boxes,0,5.0,Baked Goods & Mixes,b''
274,5,Northwind Traders,Thorpe,Steven,steven@northwindtraders.com,Sales Manager,(123)555-0100,(123)555-0102,,(123)555-0103,123 5th Avenue,Seattle,WA,99999,USA,http://northwindtraders.com#http://northwindtraders.com/#,Joined the company as a sales representative and was promoted to sales manager.  Fluent in French.,b'',1,85,NWTBGM-85,Northwind Traders Brownie Mix,,9.0000,12.4900,10,20,3 boxes,0,5.0,Baked Goods & Mixes,b''
